"[1, 2]","2038","[334, 335, 352, 2626]","A seminal work of dystopian fiction that foreshadowed the worst excesses of Soviet Russia, Yevgeny Zamyatin's We is a powerfully inventive vision that has influenced writers from George Orwell to Ayn Rand. This Penguin Classics edition is translated from the Russian with an introduction by Clarence Brown.","134.0","196.0","11.0","","Revised ed.","","1","9780140185850","","1313c5d22d95cce5e94a49750e15e43f","full/5/7/3/5734a259853e631e8011cef8dba816df47570a4d.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1401/9780140185850.jpg","PENGUIN CLASSICS","","140185852","9780140185850","en","1993-11-25 00:00:00","","3.91","70619","We","/We-Yevgeny-Zamyatin/9780140185850","182.0"
"[3]","136603","[2653, 667, 2819, 2849]","Since earliest times, human beings have pondered the incomprehensible questions of the universe, life . . . and the afterlife. Where did mortal man go to join the immortal Gods? Was the immense and complex structure at Giza an Egyptian Pharaoh's portal to immortality? Or a pulsating beacon built by extraterrestrials for landing on Earth?","106.0","171.0","34.04","","Reprint","","1","9780061379208","","8f0e7f8b0954a796b217ad99b039f9c9","full/0/7/4/0743d08e9de0351c7d0f8385b6b0eeb235a02a3b.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/0613/9780061379208.jpg","HarperCollins","","61379204","9780061379208","en","2011-08-26 00:00:00","","4.0","1185","Stairway to Heaven","/Stairway-Heaven-Z-Sitchin/9780061379208","208.65"
"[4]","66791","[2785, 2819, 2820, 2830, 2842, 2845, 2846, 2847, 2848, 2849]","Offering both comfort to the fearful and confirmation to the curious, this title examines different levels of existence in the spirit realms.","138.0","215.0","15.0","","","","1","9780717136223","","0d251d3af1fd4ed5990d87b1a5d0f41b","full/f/7/5/f752804bfcba1bf3e8b5a290e8e8f136289191dc.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7171/9780717136223.jpg","Gill Books","","717136221","9780717136223","en","2003-06-05 00:00:00","","4.44","930","Between Death and Life : Conversations with a Spirit","/Between-Death-Life-Dolores-Cannon/9780717136223","361.0"
"[5]","90273","[142, 3257, 635, 669, 2848]","A look into the paranormal legends, lore, mythology, and monsters featured on the hit television show Supernatural.   From angels to demons, The Mythology of Supernatural explores the religious roots and the ancient folklore of the otherworldly entities that brothers Sam and Dean Winchester face on the hit television show Supernatural--and that have inhabited the shadows of human imagination across countless cultures and centuries.","140.0","210.0","20.57","","","","1","9780425241370","","7501c4a3abe00ce3c9d086f5c8cc5cb1","full/0/9/f/09f6e1367fe806b013df75071b2ab7f8684da978.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4252/9780425241370.jpg","Berkley Publishing Corporation,U.S.","","425241378","9780425241370","en","2011-09-22 00:00:00","","4.24","848","The Mythology Of Supernatural : The Signs and Symbols Behind the Popular TV Show","/Mythology-Supernatural-Nathan-Robert-Brown/9780425241370","244.0"
"[6]","110103","[215, 3240, 2819, 2848, 2863]","'A fascinating spiritual adventure. Rosemary Altea's journey of self-discovery reminds us that our existence is more mysterious than any of us have dared to believe' James Redfield, author of The Celestine Prophecy'I recommend this book.. One cannot deny the importance and truth of its message.' Bernie Siegel, author of Love, Medicine & MiraclesThe Eagle and The Rose is Rosemary Altea's first book, which Rider is now bringing back into print. When it was first published it became an international bestseller, selling well over half a million copies and topping charts all over the world. It will be essential reading for her thousands of fans, especially as it explains her early life and the beginning of her career. She also shows how she contacts the spirit world, predicts future events, performs 'spirit rescues' for those unable to continue their journey and, most of all, she illuminates a plane of infinite goodness, light and wonder beyond everyday life - a place accessible to us all.","126.0","198.0","19.0","","","","1","9780712611039","","a194593b9213f94791e3afcfcb3f4fba","full/b/f/f/bff0b35d39efcd0fc16cd345f748bbf44f422008.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7126/9780712611039.jpg","Rider & Co","","712611037","9780712611039","en","2001-08-02 00:00:00","","4.07","1435","The Eagle And The Rose","/Eagle-Rose-Rosemary-Altea/9780712611039","208.0"
"[7]","82308","[1532, 1542, 1566, 1852, 2849]","In SECRETS OF ANTIGRAVITY PROPULSION, physicist Paul LaViolette reveals the secret history of antigravity experimentation - from Nikola Tesla and T. Townsend Brown to the B-2 Advanced Technology Bomber. He discloses the existence of advanced gravity-control technologies, under secret military development for decades, that could revolutionise air travel and energy production. Included among the secret projects he reveals is the research of Project Skyvault to develop an aerospace propulsion system using intense beams of microwave energy similar to that used by the strange crafts seen flying over Area 51.","152.0","230.0","30.0","","","","1","9781591430780","130 b&w illustrations","e94e16c2f4ba9789e3c560de6dbfdc3d","full/9/4/4/944daf706926a2b6ddd9b2555741e160c8c606c7.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5914/9781591430780.jpg","Bear & Company","","159143078X","9781591430780","en","2008-07-10 00:00:00","","3.93","103","Secrets of Antigravity Propulsion : Tesla, UFO's, and Classified Aerospace Technology","/Secrets-Antigravity-Propulsion-Paul-LaViolette/9781591430780","811.93"
"[8, 9]","146807","[667, 2849]","Today, 46 years after the UFO abduction of Betty and Barney Hill, more and more people are convinced that UFOs are real and their existence is being covered up by the government. If you have doubts or questions about the Hill case or alien bexperiences in general, Captured! will give you the answers you're searching for. The 1961 abduction of the Hills stirred worldwide interest, primarily because of the book The Interrupted Journey, the subsequent media coverage, and a 1975 TV movie, The UFO Incident. The case is mentioned in almost all UFO abduction books. It also became a target for debunkers, who still attack it today. But the complete story of what really happened that day, its effect on the participants, and the findings of investigators has never been told...until now. In Captured! you'll get an insider's look at the alien abduction, previously unpublished information about the lives of the Hills before and after Barney's death in 1969, their status as celebrities, Betty's experiences as a UFO investigator, and other activities before her death in 2004. Kathleen Marden, Betty Hill's niece, shares details from her discussions with Betty and from the evidence of the UFO abduction. She also looks at the Hills' riveting hypnosis sessions about their time onboard the spacecraft. The transcripts of these sessions provide insight into the character of the aliens, including their curiosity, their democratic discussions, and their desire to avoid inflicting pain. In addition, co-author, physicist, and ufologist Stanton T. Friedman, the original civilian investigator of the Roswell Incident, reviews and refutes the arguments of those who have attacked the Hill case, including the star map Betty Hill saw inside the craft and later recreated.","152.0","229.0","20.0","","","","1","9781564149718","","1a92434fad56f316f8f6504862c85647","full/e/e/c/eec9d7ad58243fa66c6a57c2a2bf7067a2aa6fa2.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5641/9781564149718.jpg","","","1564149714","9781564149718","en","2007-09-14 00:00:00","","3.78","315","Captured! the Betty and Barney Hill UFO Experience : The True Story of the World's First Documented Alien Abduction","/Captured-Betty-Barney-Hill-UFO-Experience-Stanton-T-Friedman/9781564149718","521.63"
"[10, 11]","82427","[2654, 2819, 2848, 3009]","Reveals the profound influence of the Denisovans and their hybrid descendants upon the flowering of human civilization around the world","168.0","241.0","23.0","","","","1","9781591432630","Includes 16-page color insert and 91 b&w illustrations","72ca832cb3b8283240767c8bc3a515ce","full/d/2/4/d241318ba61c367bb592a2e3b70d254e00b751f1.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5914/9781591432630.jpg","Bear & Company","","1591432634","9781591432630","en","2019-10-03 00:00:00","","4.02","43","Denisovan Origins : Hybrid Humans, Goebekli Tepe, and the Genesis of the Giants of Ancient America","/Denisovan-Origins-Andrew-Collins/9781591432630","674.0"
"[12]","188538","[2802, 2849]","Many people around the world, from all walks of life, believe themselves to be in regular contact with beings from outer-space. Mary Rodwell, trained nurse, midwife and therapist works with individuals said to be having these remarkable experiences. She claims they are not products of over-active imaginations, quite the opposite, they are real and happening to normal, healthy people. Some people are aware of it, but many are completely in the dark, as ET encounters occur in numerous ways. The process of waking up to this multidimensional reality is not always easy, but the results are positively life changing, such as spiritual transformation and expanded awareness. Are you ready to ask: Am I experiencing Alien contact? Take the first step, let this book help you find out for yourself!","140.0","216.0","16.0","","","","1","9780980755503","black & white illustrations, black & white illustrations","71eaeb3136e5d6d48da13f88a9081faf","full/8/1/3/813e1969619217ba78f1d6c05c310d651f8bb979.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9807/9780980755503.jpg","","","980755506","9780980755503","en","2010-04-01 00:00:00","","3.92","13","Awakening : How Extraterrestrial Contact Can Transform Your Life","/Awakening-Mary-Rodwell/9780980755503","368.0"
"[13]","179312","[2663, 2735, 3210, 669, 763, 2851]","Hailed as ""a feast"" (Washington Post) and ""a modern-day bestiary"" (The New Yorker), Stephen Asma's On Monsters is a wide-ranging cultural and conceptual history of monsters-how they have evolved over time, what functions they have served for us, and what shapes they are likely to take in the future. Beginning at the time of Alexander the Great, the monsters come fast and furious-Behemoth and Leviathan, Gog and Magog, Satan and his demons,","152.0","229.0","34.0","","Reprint","","1","9780199798094","20 b/w halftones, 30 line illus.","e83f95a270a201f3d4b0d3fcda85c2b0","full/1/c/5/1c5bb7e57afc450667df2dca90392538d3c1d543.jpg","https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1997/9780199798094.jpg","","","199798095","9780199798094","en","2011-09-01 00:00:00","","3.63","807","On Monsters : An Unnatural History of Our Worst Fears","/On-Monsters-Stephen-T-Asma/9780199798094","505.0"
